,City,State,Average2018,Average2019,Average2020,2018-2019 changing rate,2019-2020 changing rate,Diff in 2018-2020 changing rate
5373,Redding,CT,545844.8333333334,538827.5,534923.5555555555,-1.3023339256688593,-0.7298135226798859,0.5725204029889734
5374,Greensburg,KY,78888.08333333333,82210.5,83381.0,4.041353192921429,1.4037970280999268,-2.6375561648215022
5375,Burlington,CT,306644.4166666667,305665.1666666667,310727.1111111111,-0.3203668938397189,1.6290643022244577,1.9494311960641766
5376,Whitwell,TN,110570.41666666667,116501.91666666667,122127.88888888889,5.091332546031073,4.606623657713996,-0.48470888831707715
5377,Grosse Pointe Farms,MI,379148.4166666667,386892.1666666667,389933.3333333333,2.001526695853668,0.7799196443836454,-1.2216070514700228
5378,Waller,WA,367257.0,388246.0,421393.0,5.4061084982202,7.866053778776581,2.459945280556381
5379,Campobello,SC,190309.0,200755.41666666666,212796.22222222222,5.203554075958926,5.658373738882168,0.45481966292324216
5380,Napoleonville,LA,98086.58333333333,102832.58333333333,104053.22222222222,4.615268668896288,1.1730909075377038,-3.442177761358584
5381,Wellington,KS,73990.91666666667,75800.66666666667,76295.77777777778,2.387511983183965,0.6489364490826616,-1.7385755341013032
5382,Township of Washington,NJ,518205.8333333333,512941.1666666667,520313.55555555556,-1.0263685211461797,1.4169127077646746,2.4432812289108545
5383,McCook,NE,104701.41666666667,110760.75,113833.88888888889,5.470650328147226,2.6996695965368653,-2.7709807316103605
5384,Walkerton,IN,126428.08333333333,132655.25,136369.55555555556,4.694248185930577,2.723705845064804,-1.9705423408657725
5385,Newberry,FL,209264.58333333334,220658.0,227862.33333333334,5.163382549767811,3.1617043624293655,-2.0016781873384457
5386,Salem,AL,169779.5,180819.41666666666,189272.55555555556,6.105492911205604,4.4661196992227055,-1.6393732119828988
5387,Huron,OH,190077.25,201417.91666666666,206410.0,5.630416029689509,2.4185278491029227,-3.211888180586586
5388,Harleysville,PA,337698.5833333333,349972.4166666667,358605.77777777775,3.5070859155805003,2.4074796464827237,-1.0996062690977766
5389,Marion,AR,151222.41666666666,156540.75,160471.88888888888,3.3974114301441274,2.4497367832510566,-0.9476746468930708
5390,Nebo,NC,167507.66666666666,179273.75,181541.88888888888,6.563193626135083,1.2493749529493277,-5.3138186731857555
5391,Anadarko,OK,52454.833333333336,53176.5,56847.77777777778,1.3571157685569082,6.458084944197962,5.100969175641054
5392,Athol,ID,349805.6666666667,391986.5,420991.8888888889,10.76078725500325,6.8897738066740235,-3.871013448329226
5393,Brookville,IN,149484.25,157251.91666666666,162562.66666666666,4.939632426313823,3.2668939978018736,-1.6727384285119493
5394,Wahpeton,ND,150962.0,156168.91666666666,159829.44444444444,3.334156871806003,2.290271226620045,-1.043885645185958
5395,Williston,VT,320204.0,325747.0,340712.55555555556,1.7016273365526007,4.392428547622256,2.690801211069655
5396,Mt Pleasant Township,PA,115780.58333333333,117478.5,123084.66666666667,1.4452999201272332,4.554723848624528,3.1094239284972947
5397,Marksville,LA,83789.33333333333,85304.16666666667,84698.88888888889,1.7758022761686236,-0.714623043723521,-2.490425319892145
5398,Brewer,ME,154347.75,162070.08333333334,172986.88888888888,4.764811107951761,6.310770501553733,1.5459593936019722
5399,Riverdale,MD,347488.8333333333,345534.8333333333,364174.44444444444,-0.5655001497678237,5.118319364651255,5.683819514419079
5400,Winnsboro,TX,125675.5,132630.5,136256.88888888888,5.243891864993346,2.661435262804236,-2.5824566021891098
5401,Sutton,MA,395652.0833333333,406242.5833333333,413022.3333333333,2.6069399010566556,1.6414971910316392,-0.9654427100250165
5402,Ripley,WV,109800.41666666667,114386.66666666667,116740.22222222222,4.009427089404359,2.016062254083609,-1.99336483532075
5403,Deville,LA,154414.33333333334,150680.08333333334,151805.11111111112,-2.4782638271702573,0.7411000654347774,3.2193638926050347
5404,Meadow Lakes,AK,208056.25,219482.75,226384.0,5.2061038965476785,3.0484707399816244,-2.157633156566054
5405,Whitesboro,TX,181461.33333333334,197265.5,201685.44444444444,8.011622238387686,2.1915039315898377,-5.820118306797848
5406,Yoakum,TX,120592.91666666667,126980.33333333333,131473.22222222222,5.030240903446983,3.4173414273629037,-1.6128994760840794
5407,Pine Castle,FL,197634.66666666666,210976.91666666666,223846.66666666666,6.324033079448266,5.749359680733836,-0.5746733987144301
5408,Jefferson,TX,111925.58333333333,117129.16666666667,117893.44444444444,4.442602539930996,0.6482784359887976,-3.7943241039421984
5409,Guilford Township,PA,197781.08333333334,202904.75,206870.88888888888,2.525158561673227,1.9172049340490358,-0.607953627624191
5410,Livingston,TN,105770.25,111267.0,116260.55555555556,4.940143977998868,4.295141659777612,-0.6450023182212554
5411,Smiths Creek,MI,156151.25,165541.91666666666,168669.44444444444,5.672682095118904,1.8542349434297876,-3.8184471516891163
5412,Elma,WA,131697.83333333334,146399.91666666666,163814.22222222222,10.042412364761125,10.630521159470623,0.5881087947094983
5413,Springfield,VT,123401.75,117070.41666666667,118445.77777777778,-5.408141111652882,1.161173607801787,6.569314719454669
5414,Lynwood,IL,172754.16666666666,176284.08333333334,183564.66666666666,2.00240237230721,3.9662226209110587,1.9638202486038487
5415,Whitesburg,KY,51946.833333333336,55793.416666666664,55447.88888888889,6.89433191789353,-0.6231576795830246,-7.517489597476555
5416,Rensselaer,NY,138339.75,143559.91666666666,152904.33333333334,3.636228543366613,6.111283089862301,2.475054546495688
5417,Winters,CA,429566.25,444338.1666666667,460401.44444444444,3.324476215375006,3.4889720637520867,0.16449584837708064
5418,Ladera Heights,CA,1277223.0,1364080.6666666667,1446843.2222222222,6.3674875532776465,5.720215866128163,-0.6472716871494839
5419,Tipton,IN,116071.16666666667,124477.33333333333,129616.77777777778,6.753170590629612,3.965107397790587,-2.788063192839025
5420,Vilonia,AR,152500.0,158666.08333333334,162933.55555555556,3.8862012622945628,2.619148773665064,-1.2670524886294987
5421,Socorro,NM,113592.83333333333,116293.33333333333,121340.22222222222,2.3221451501949093,4.159287659491861,1.8371425092969518
5422,Mc Gregor,TX,140787.41666666666,145781.83333333334,154041.33333333334,3.4259527078705636,5.36187257099826,1.9359198631276966
5423,Oneida,TN,100372.41666666667,101661.75,106153.88888888889,1.26825805510266,4.231723336665325,2.9634652815626645
5424,Hillview,KY,134542.41666666666,145374.08333333334,153722.55555555556,7.450892496312686,5.430870045095672,-2.020022451217014
5425,Hereford,AZ,222920.58333333334,241413.83333333334,253979.44444444444,7.660393667029575,4.947491376161231,-2.7129022908683433
5426,Eudora,KS,181158.16666666666,190695.66666666666,201729.44444444444,5.001424608494863,5.469592110444959,0.4681675019500968
5427,Selma,TX,213810.83333333334,223956.75,228439.88888888888,4.530301795621992,1.962502656910954,-2.567799138711038
5428,Fredonia,NY,119423.5,129586.75,135788.44444444444,7.84281571997137,4.567173937235696,-3.2756417827356747
5429,Blackstone,MA,298007.4166666667,303467.25,320111.22222222225,1.7991507595410423,5.199434155003773,3.40028339546273
5430,Blaine,WA,333572.5,361279.4166666667,381649.0,7.669110220090502,5.33725578563898,-2.3318544344515217
5431,Thornville,OH,165618.5,178842.0,185306.77777777778,7.3939566768432465,3.488689326588164,-3.9052673502550825
5432,Plover,WI,172325.5,181561.58333333334,187146.77777777778,5.0870251094784695,2.984392523752892,-2.1026325857255777
5433,Smithsburg,MD,235305.83333333334,242478.91666666666,251588.55555555556,2.958229701757568,3.6208478834711233,0.6626181817135555
5434,Trumann,AR,65340.5,70513.75,73157.88888888889,7.336512382336778,3.6142908564581044,-3.7222215258786737
5435,Bladenboro,NC,71189.91666666667,74097.91666666667,75240.66666666667,3.924536789720808,1.5187930285926936,-2.4057437611281145
5436,Fremont,MI,128928.0,137118.58333333334,141243.77777777778,5.973357610778511,2.920620298711286,-3.0527373120672254
5437,Crossville,AL,76914.41666666667,81320.66666666667,85984.77777777778,5.418364335429287,5.424345136025367,0.005980800596079305
5438,Belfair,WA,288150.75,315054.25,334349.3333333333,8.539322989612106,5.77093518954227,-2.7683878000698368
5439,Alto,GA,136464.33333333334,146011.16666666666,150682.22222222222,6.5384268554802185,3.099938059492387,-3.4384887959878316
5440,Rawlins,WY,157377.58333333334,163791.41666666666,168052.0,3.9158543615177113,2.535276779409554,-1.3805775821081574
5441,Maynardville,TN,130989.91666666667,137937.75,143001.66666666666,5.0369339309459,3.541159193948782,-1.4957747369971184
5442,Monee,IL,224375.0,228578.5,233120.0,1.8389743567308388,1.9481382978723403,0.10916394114150152
5443,Windsor,WI,311761.3333333333,317694.6666666667,326402.3333333333,1.867621321940156,2.6677709616046337,0.8001496396644776
5444,Chesapeake Beach,MD,330187.6666666667,334146.1666666667,337883.8888888889,1.1846612036548874,1.106214988383574,-0.07844621527131346
5445,East Haddam,CT,245382.16666666666,253289.33333333334,257624.44444444444,3.1217922060147365,1.6827250692222036,-1.439067136792533
5446,Jennings,LA,78292.41666666667,81149.66666666667,82367.44444444444,3.5209633229136283,1.4784697837737806,-2.0424935391398478
5447,Maidencreek Township,PA,206290.58333333334,212540.16666666666,223014.66666666666,2.9404245942531557,4.696776295729429,1.7563517014762735
5448,Rockdale,TX,122274.5,128443.0,130771.11111111111,4.802519405495045,1.7802946624296891,-3.0222247430653555
5449,Comstock,MI,154890.33333333334,164123.08333333334,169703.0,5.62550362355082,3.2880483354252177,-2.3374552881256023
5450,Accokeek,MD,388992.25,398936.0,409270.3333333333,2.4925677301622313,2.5250628964881354,0.0324951663259041
5451,Martins Ferry,OH,65602.91666666667,70968.91666666667,73089.11111111111,7.561056659781805,2.900834901687733,-4.660221758094072
5452,Bonners Ferry,ID,195559.5,213786.91666666666,221422.44444444444,8.525973876636508,3.448398285429261,-5.077575591207246
5453,Oakwood,OH,260924.66666666666,273489.9166666667,284624.0,4.594410701918028,3.911856812262253,-0.6825538896557748
5454,Lititz,PA,262119.33333333334,270986.9166666667,277604.0,3.2723289531505704,2.383641205938428,-0.8886877472121424
5455,Town Of Wilton,NY,301002.6666666667,298800.6666666667,302772.1111111111,-0.7369461469296141,1.3116942739111792,2.048640420840793
5456,Tunnel Hill,GA,120791.83333333333,130074.16666666667,134511.0,7.136185125152965,3.29849107755747,-3.8376940475954946
5457,Archdale,NC,129280.5,137117.75,145490.77777777778,5.715707849640181,5.755023036969891,0.03931518732970929
5458,Gering,NE,142868.25,149581.5,151430.0,4.488021580208783,1.2206960311695172,-3.267325549039266
5459,Huntsville,AR,101757.33333333333,106872.0,111262.11111111111,4.785787359333288,3.945737742408066,-0.8400496169252216
5460,Gurley,AL,196681.41666666666,203439.16666666666,225602.88888888888,3.3217546604840926,9.824219154010045,6.502464493525952
5461,Celebration,FL,354923.75,368551.5,372924.3333333333,3.697651481543285,1.1725792452981922,-2.5250722362450926
5462,Lake Alfred,FL,152084.66666666666,165456.41666666666,173928.88888888888,8.08173552249661,4.871227704809116,-3.2105078176874935
5463,Portales,NM,109276.33333333333,115077.83333333333,119259.55555555556,5.041370550656295,3.506404331914713,-1.5349662187415825
5464,Davidsonville,MD,625632.8333333334,625125.3333333334,646161.2222222222,-0.08118371995802441,3.255517069957255,3.3367007899152794
5465,Ladue,MO,890160.0,911372.25,917799.0,2.3275066801737707,0.7002350187786215,-1.6272716613951492
5466,Jay,OK,92138.33333333333,98910.33333333333,107177.66666666667,6.846605174383533,7.713671691552665,0.8670665171691319
5467,Waterville,OH,214495.16666666666,224026.91666666666,231895.33333333334,4.25473427114227,3.3930896985134176,-0.8616445726288529
5468,Bolivar,TN,74554.5,76466.83333333333,79060.11111111111,2.500866388695746,3.2801342438454046,0.7792678551496586
5469,Social Circle,GA,194768.08333333334,211752.66666666666,220757.22222222222,8.020953691256143,4.078940414683806,-3.942013276572337
5470,Piedmont,OK,207554.08333333334,213864.5,222369.77777777778,2.9506611273337353,3.8248353093545897,0.8741741820208544
5471,Westville,IN,217093.41666666666,232563.75,240935.77777777778,6.652082851834537,3.474796418778265,-3.1772864330562722
5472,Jefferson,OH,131708.16666666666,140257.75,145173.11111111112,6.095622761190268,3.3858619364773785,-2.7097608247128893
5473,Sullivan,IN,89026.58333333333,93736.75,96370.88888888889,5.0248879619430715,2.733334640013468,-2.2915533219296034
5474,Lincolnshire,IL,495063.9166666667,475841.0,464518.55555555556,-4.03977729255501,-2.437457946303782,1.6023193462512282
5475,Purcell,OK,126533.5,132693.33333333334,139369.77777777778,4.642157355305473,4.790453533684964,0.14829617837949094
5476,Atkins,AR,88897.25,94270.58333333333,97467.66666666667,5.69990461853158,3.2801476045047515,-2.4197570140268283
5477,Madison,MI,127191.33333333333,132871.5,139317.33333333334,4.274932296742847,4.626727471097166,0.3517951743543195
5478,Grass Lake,MI,234627.58333333334,256890.66666666666,259596.22222222222,8.666365198164712,1.0422168444498874,-7.6241483537148245
5479,Pine Hill,NJ,116706.0,125560.08333333333,139091.66666666666,7.051670481794568,9.728536336948054,2.676865855153485
5480,Grosse Ile,MI,282459.1666666667,292780.5833333333,295498.3333333333,3.5253077745649555,0.9197175392980219,-2.6055902352669333
5481,Moyock,NC,300815.0,313123.8333333333,321772.6666666667,3.930979383555914,2.6878707327533635,-1.2431086508025504
5482,Sheridan,OR,243845.91666666666,268273.3333333333,287224.55555555556,9.105421087945127,6.598050847555986,-2.5073702403891405
5483,Dent,OH,172783.83333333334,181895.5,192219.44444444444,5.009286467596316,5.370915764678677,0.36162929708236113
5484,Goddard,KS,185804.75,195097.41666666666,203719.66666666666,4.763090575691028,4.232409242112118,-0.5306813335789098
5485,Litchfield,IL,80538.83333333333,82719.91666666667,83449.0,2.63670881357675,0.8736873219970622,-1.7630214915796878
5486,Spring Hill,KS,257189.33333333334,268115.25,275934.0,4.075082139739033,2.833558024745048,-1.241524114993985
5487,Whitney,TX,115717.58333333333,121059.5,124308.88888888889,4.41263731195542,2.6139634244444854,-1.7986738875109345
5488,Rural Hall,NC,142575.25,149532.91666666666,160151.44444444444,4.652933161316204,6.630304094110924,1.9773709327947202
5489,Dequincy,LA,150164.83333333334,144713.91666666666,145858.77777777778,-3.7666844987841093,0.7849106708239184,4.551595169608028
5490,Seward,NE,183412.0,192620.0,198246.11111111112,4.780396635863358,2.837942736721758,-1.9424538991416003
5491,Ecorse,MI,36464.25,40398.666666666664,44196.88888888889,9.738976533879,8.593867843890479,-1.1451086899885219
5492,Martinsville,IN,162665.83333333334,171723.16666666666,180905.88888888888,5.274380567948985,5.075966447870684,-0.19841412007830073
5493,Garden City,GA,121388.91666666667,128966.58333333333,136526.88888888888,5.8756822665302755,5.5375945479197375,-0.338087718610538
5494,Iuka,MS,97709.91666666667,101678.66666666667,103018.77777777778,3.9032278157332247,1.3008415941430296,-2.602386221590195
5495,Iowa,LA,205737.58333333334,209636.0,215626.33333333334,1.8596122167312186,2.7781084252232686,0.91849620849205
5496,Grantsville,UT,296689.9166666667,319216.75,331674.22222222225,7.0569083023786545,3.7559362131784004,-3.300972089200254
5497,Mechanicsburg,PA,239285.41666666666,246940.0,254794.77777777778,3.099774574120573,3.082786015586401,-0.016988558534171805
5498,Highland Park,TX,1607662.3333333333,1601955.5,1591410.6666666667,-0.35624168919381693,-0.6626091903367864,-0.3063675011429695
5499,Thompson,NY,140590.08333333334,142598.41666666666,149641.11111111112,1.4083840341845641,4.706390103729679,3.2980060695451145
5500,Iron Station,NC,217348.16666666666,228844.0,237129.33333333334,5.023436635145926,3.4940145180970195,-1.5294221170489068
5501,Saint Helena Island,SC,209219.33333333334,211019.0,216153.77777777778,0.8528457942965596,2.375520719816757,1.5226749255201977
5502,East Foothills,CA,1017981.5,968808.25,1008958.4444444445,-5.075643193583456,3.9793704751192314,9.055013668702689
5503,Aliquippa,PA,147362.91666666666,149997.66666666666,149498.55555555556,1.7565273237583698,-0.33385681169716647,-2.0903841354555364
5504,Waimanalo,HI,803034.5,804438.4166666666,789314.8888888889,0.1745213353290617,-1.9160322439966893,-2.090553579325751
5505,Saint Helena,CA,1289912.1666666667,1370874.1666666667,1424840.111111111,5.905866633759845,3.7875087894852175,-2.1183578442746276
5506,Germantown,OH,141788.75,150136.41666666666,157924.66666666666,5.560054550389445,4.931623516697836,-0.6284310336916095
5507,Anderson Mill,TX,296290.25,309372.25,326429.0,4.228562839750494,5.225255721764917,0.9966928820144227
5508,Bladensburg,MD,247706.25,266307.25,273551.44444444444,6.984789186174992,2.6482018616851652,-4.336587324489827
5509,Coloma,MI,153382.33333333334,163038.58333333334,169613.11111111112,5.922677811949421,3.8761907818971033,-2.0464870300523175
5510,Rougemont,NC,213398.0,225242.66666666666,231712.22222222222,5.258624772097645,2.792064869737848,-2.466559902359797
5511,Quitman,GA,78400.5,81947.08333333333,83706.11111111111,4.327894525430532,2.101432923389375,-2.2264616020411565
5512,Harwood Heights,IL,298346.1666666667,296219.4166666667,290687.55555555556,-0.7179644143291304,-1.9030264644589807,-1.1850620501298503
5513,Newmarket,NH,302567.6666666667,316614.3333333333,330522.77777777775,4.43652266743029,4.208013903899713,-0.22850876353057714
5514,Parker,TX,638771.25,633871.3333333334,642440.1111111111,-0.7730143972435985,1.3337862361921806,2.106800633435779
5515,Hermantown,MN,269388.5833333333,282914.0833333333,294066.0,4.780780030686584,3.7923175976368184,-0.9884624330497656
5516,Estes Park,CO,474120.1666666667,496985.4166666667,513437.22222222225,4.600788923216224,3.20424870724215,-1.396540215974074
5517,Buffalo,MO,97037.33333333333,102792.91666666667,107037.44444444444,5.599202279664221,3.9654606850977285,-1.6337415945664922
5518,Huntingburg,IN,140650.41666666666,149247.41666666666,153861.55555555556,5.760233705887707,2.9988900555622258,-2.761343650325481
5519,Morrison,TN,137929.66666666666,149083.16666666666,164173.44444444444,7.481394613073911,9.19166789053041,1.7102732774564986
5520,Madison,SD,131552.0,139035.83333333334,143449.66666666666,5.382665140281588,3.076921289465049,-2.3057438508165395
5521,Milltown,NJ,342338.6666666667,340943.6666666667,345954.77777777775,-0.4091585022354622,1.4484873263782259,1.857645828613688
5522,Canonsburg,PA,246596.08333333334,250961.58333333334,260717.33333333334,1.739509267520693,3.7418877660608167,2.002378498540124
5523,Reserve,LA,109816.33333333333,110585.41666666667,103122.33333333333,0.6954654207720363,-7.237116434525993,-7.93258185529803
5524,Brookeville,MD,570385.5833333334,569845.8333333334,576386.6666666666,-0.09471860079114965,1.1347995558536959,1.2295181566448454
5525,Amelia Court House,VA,193895.83333333334,203327.91666666666,209927.11111111112,4.6388530842010045,3.1435646446597443,-1.4952884395412602
5526,Woodbridge,CT,400089.0,395239.6666666667,398794.1111111111,-1.226934880861312,0.891298127382354,2.1182330082436662
5527,Oliver Springs,TN,108275.33333333333,116129.66666666667,122569.44444444444,6.763416755408475,5.253983002832852,-1.5094337525756227
5528,Washington Court House,OH,90400.08333333333,96627.25,101001.66666666667,6.444524362089029,4.331034141350807,-2.113490220738222
5529,Yreka,CA,189777.41666666666,192528.41666666666,192737.66666666666,1.4288799791892193,0.10856725808655289,-1.3203127211026664
5530,Hartsdale,NY,541830.5,539858.25,544404.7777777778,-0.3653273799187101,0.8351373763353731,1.200464756254083
5531,Hardeeville,SC,142698.91666666666,150043.08333333334,152849.55555555556,4.8947052429941085,1.8361010027288973,-3.058604240265211
5532,Pitman,NJ,181248.0,184346.91666666666,190268.88888888888,1.681024409141636,3.1124227701148066,1.4313983609731706
5533,Aurora,IN,149029.25,157881.58333333334,163525.0,5.606944867434935,3.4511032971512963,-2.1558415702836387
5534,Elsa,TX,71091.0,74318.41666666667,82410.44444444444,4.3426876021085015,9.819177450538888,5.476489848430386
5535,Pleasant Hill,IA,216356.0,222486.58333333334,227187.11111111112,2.7554845067436693,2.0690116418967444,-0.6864728648469249
5536,Weare,NH,268296.5,276398.8333333333,293368.1111111111,2.9313920162470466,5.784295271053102,2.8529032548060553
5537,Jena,LA,90601.58333333333,94065.25,97824.88888888889,3.6821957807656616,3.843233487501478,0.1610377067358164
5538,Plainville,MA,387444.0,388158.0,402190.3333333333,0.18394571282828126,3.48897826982415,3.3050325569958687
5539,Riverside,IL,417771.9166666667,419007.9166666667,414532.77777777775,0.29498249336975535,-1.0795621308595194,-1.3745446242292747
5540,Jemison,AL,114599.33333333333,119553.66666666667,124084.0,4.144024580314009,3.651021351127727,-0.49300322918628225
5541,Parkton,NC,125616.83333333333,131511.41666666666,137328.33333333334,4.482183739434532,4.235773147080611,-0.2464105923539215
5542,Breckenridge,TX,75380.25,78067.16666666667,79204.11111111111,3.4418011840231655,1.4354614028171857,-2.0063397812059796
5543,Stuart,VA,100044.66666666667,102457.5,104535.33333333333,2.3549601867440924,1.987685184594678,-0.36727500214941444
5544,Nevada,IA,162051.41666666666,166072.08333333334,169874.77777777778,2.4210370496747258,2.2385279876091695,-0.18250906206555628
5545,Bellaire,OH,72211.83333333333,76835.91666666667,78456.0,6.018127373157748,2.0649578532340787,-3.9531695199236694
5546,Fort White,FL,146187.0,151924.41666666666,163854.44444444444,3.7764941228999227,7.280869199628398,3.5043750767284756
5547,Evington,VA,187035.08333333334,196890.66666666666,202550.33333333334,5.005612251808101,2.794202593264893,-2.2114096585432077
5548,Belle Plaine,MN,247947.41666666666,260245.75,269771.77777777775,4.7256615461859965,3.5311431967597207,-1.1945183494262759
5549,Brighton,TN,141894.25,149531.58333333334,157899.77777777778,5.107505159166492,5.299687284057816,0.1921821248913238
5550,Buchanan,WI,232385.08333333334,246125.08333333334,263305.0,5.582527312501333,6.524721014286343,0.9421937017850102
5551,Melbourne Beach,FL,410195.8333333333,418929.5833333333,428881.8888888889,2.0847775730010314,2.3205236251265258,0.23574605212549438
5552,Garrettsville,OH,159920.83333333334,168451.41666666666,174819.33333333334,5.064120861751918,3.6425700437404056,-1.4215508180115122
5553,Spicewood,TX,465616.8333333333,492832.3333333333,510447.0,5.522263487852867,3.4508316566982833,-2.071431831154584
5554,Richland Hills,TX,173640.75,188364.83333333334,199284.66666666666,7.816789935134747,5.479515065551112,-2.337274869583635
5555,Fergus Falls,MN,133724.91666666666,139848.25,143424.22222222222,4.378555565288334,2.4932833288658798,-1.8852722364224541
5556,East Rutherford,NJ,401661.25,434723.1666666667,454830.6666666667,7.6052806019463,4.420876047642639,-3.1844045543036614
5557,Topsham,ME,233816.41666666666,247488.91666666666,261741.77777777778,5.524489817220771,5.445390197972901,-0.07909961924787012
5558,Rainbow City,AL,144381.58333333334,151006.83333333334,158386.77777777778,4.387384235371247,4.659444776885833,0.2720605415145858
5559,Hamilton Township,PA,204660.5,219051.08333333334,232027.88888888888,6.569510232202309,5.592778358540223,-0.9767318736620858
5560,Middletown,PA,141781.83333333334,152276.75,161230.22222222222,6.892002007310148,5.553222031711726,-1.3387799755984222
5561,Troy,NC,106328.0,112123.91666666667,115009.44444444444,5.169206391440427,2.5089485404580203,-2.6602578509824064
5562,Templeton,CA,619246.6666666666,628919.5,644617.8888888889,1.5380081764571416,2.4353014645541067,0.8972932880969651
5563,Wisconsin Dells,WI,148364.33333333334,154838.58333333334,162024.77777777778,4.18128987014972,4.435244129327266,0.2539542591775463
5564,Indian Wells,CA,733508.1666666666,743119.0833333334,754445.5555555555,1.293321202781664,1.5012974944072128,0.20797629162554876
5565,Norwood,NC,139811.5,146611.5,151517.44444444444,4.638108197515202,3.2378743335017486,-1.4002338640134537
5566,Wellsburg,WV,82109.66666666667,88387.25,89446.66666666667,7.102362991645659,1.1844115674144795,-5.9179514242311795
5567,Flowood,MS,206075.91666666666,213506.33333333334,217543.55555555556,3.4801855994904223,1.8558224866335822,-1.62436311285684
5568,Gustine,CA,277757.25,295882.6666666667,305675.8888888889,6.125879853275178,3.2037928335858905,-2.9220870196892874
5569,Douglas,MA,331755.6666666667,334836.6666666667,350502.44444444444,0.9201501229455157,4.469520263291864,3.5493701403463485
5570,Morrilton,AR,87292.5,93197.83333333333,94177.55555555556,6.336341867747278,1.0402926859195163,-5.296049181827762
5571,Munford,TN,150879.41666666666,159725.5,168580.22222222222,5.538303735679865,5.25252731637163,-0.2857764193082346
5572,Bellefontaine,OH,100915.75,108300.08333333333,113467.55555555556,6.818400416743288,4.55414078228922,-2.264259634454068
5573,Hallettsville,TX,205112.5,210877.0,202729.44444444444,2.7335840323980327,-4.018930539608075,-6.752514572006108
5574,Town Of Putnam Valley,NY,391226.9166666667,402853.6666666667,405749.3333333333,2.886097598714504,0.7136590078603443,-2.17243859085416
5575,Cuba,MO,135291.33333333334,141847.41666666666,142763.77777777778,4.62192649496024,0.6418722769703579,-3.980054217989882
5576,Port Townsend,WA,386370.3333333333,403362.0,415238.0,4.212510515781528,2.860046527533607,-1.3524639882479206
5577,Fairfax,CA,906726.6666666666,921317.1666666666,956463.2222222222,1.5836565873171073,3.6745851527775604,2.090928565460453
5578,Dumbarton,VA,192019.66666666666,202199.16666666666,209985.33333333334,5.034392657404622,3.7079573811504387,-1.3264352762541831
5579,Blacklick Estates,OH,107129.41666666667,118900.41666666667,131180.22222222222,9.899881203107643,9.361019022176439,-0.5388621809312042
5580,Quakertown,PA,258738.66666666666,271668.9166666667,278554.6666666667,4.759561807310195,2.4719564322502823,-2.287605375059913
5581,Aransas Pass,TX,150270.33333333334,155821.75,160328.0,3.562671235990263,2.8106444289207126,-0.7520268070695502
5582,De Forest,WI,270218.9166666667,278284.6666666667,291646.55555555556,2.89838103428863,4.581534955362631,1.6831539210740014
5583,Hugo,OK,62887.666666666664,63587.916666666664,65687.0,1.1012312349699562,3.1955841084740295,2.0943528735040733
5584,Conover,NC,148734.66666666666,161204.91666666666,172723.33333333334,7.735651156214736,6.668709110909559,-1.0669420453051774
5585,Saks,AL,90766.66666666667,90330.83333333333,91547.44444444444,-0.4824856776479161,1.3289405493447826,1.8114262269926986
5586,Diamondhead,MS,150884.41666666666,157546.41666666666,162833.88888888888,4.22859506484068,3.24715712331244,-0.9814379415282399
5587,Saint Anthony,MN,304071.1666666667,318142.5833333333,331999.55555555556,4.422990634964238,4.173792401328524,-0.24919823363571414
5588,O'Hara Township,PA,332008.8333333333,346969.8333333333,357223.44444444444,4.311902235496938,2.8703634295497005,-1.4415388059472378
5589,Crystal City,TX,63384.416666666664,64364.083333333336,65440.333333333336,1.5220704093509783,1.6446279307868235,0.1225575214358452
5590,Lambertville,MI,203415.66666666666,210895.91666666666,217847.55555555556,3.546891811956214,3.1910566410354306,-0.3558351709207832
5591,Woods Cross,UT,313653.5,337283.1666666667,357357.77777777775,7.005883780147151,5.617510618054722,-1.388373162092429
5592,Landrum,SC,190700.66666666666,204909.5,217799.0,6.934199406729967,5.918071249179289,-1.0161281575506775
5593,Monona,WI,281322.8333333333,304855.6666666667,319364.1111111111,7.719336035522834,4.542916357748399,-3.176419677774435
5594,Smithville,TX,198872.25,205618.66666666666,208573.22222222222,3.2810331746793366,1.4165555501691682,-1.8644776245101684
5595,Castroville,CA,468852.3333333333,487755.6666666667,507439.1111111111,3.875574314188737,3.87897661284813,0.0034022986593926774
5596,Malverne,NY,519046.5,542873.9166666666,552992.7777777778,4.38912534478923,1.8298360336231057,-2.5592893111661246
5597,Park Ridge,NJ,539170.9166666666,531695.5833333334,537631.3333333334,-1.4059423413804777,1.104055815199263,2.5099981565797407
5598,Cut Off,LA,112045.91666666667,115547.25,114080.55555555556,3.0302177969041484,-1.2856655871825406,-4.315883384086689
5599,Giddings,TX,178979.0,187402.33333333334,193221.0,4.494785728388303,3.011404902503691,-1.4833808258846117
5600,Bunker Hill,WV,176388.5,187102.66666666666,194099.22222222222,5.726357008986149,3.6046283315578034,-2.1217286774283455
5601,Wasilla,AK,252403.41666666666,255489.58333333334,259974.44444444444,1.2079422677049856,1.725116143894479,0.5171738761894935
5602,Nebraska City,NE,114784.0,119705.0,121991.66666666667,4.110939392673656,1.8744449757497135,-2.236494416923943
5603,Mount Rainier,MD,383250.9166666667,390689.3333333333,403559.22222222225,1.9039211035537087,3.1890954735268204,1.2851743699731117
